State,pws id,pws name,population,City Name,compliance period begin date,compliance period end date,lat,lng
alaska,AK2211114,ROMIG PARK S/D,493,anchorage,2012-04-01,2012-06-30,61.1508,-149.1091
alaska,AK2211114,ROMIG PARK S/D,493,anchorage,2011-10-01,2011-12-31,61.1508,-149.1091
alaska,AK2211114,ROMIG PARK S/D,493,anchorage,2019-01-01,2019-12-31,61.1508,-149.1091
alaska,AK2211122,SWISS AIRE S/D,48,anchorage,1996-01-01,2001-12-31,61.1508,-149.1091
alaska,AK2211164,COUNTRY LANE APARTMENTS,130,anchorage,1999-01-01,2001-12-31,61.1508,-149.1091
alaska,AK2211229,UNIFIED ALASKAN UTILITIES MOOREHAND DIV.,350,anchorage,2008-04-01,2008-06-30,61.1508,-149.1091
alaska,AK2211229,UNIFIED ALASKAN UTILITIES MOOREHAND DIV.,350,anchorage,2008-01-01,2008-03-31,61.1508,-149.1091
alaska,AK2211229,UNIFIED ALASKAN UTILITIES MOOREHAND DIV.,350,anchorage,2009-01-01,2009-03-31,61.1508,-149.1091
alaska,AK2211473,PETERS CREEK TERRACE,70,anchorage,2011-01-01,2013-12-31,61.1508,-149.1091
alaska,AK2211562,COLONIAL PARK S/D,63,anchorage,1993-01-01,2001-12-31,61.1508,-149.1091
alaska,AK2211619,MAYFLOWER TC,650,anchorage,2015-07-01,2015-09-30,61.1508,-149.1091
alaska,AK2211619,MAYFLOWER TC,650,anchorage,2011-04-01,2011-06-30,61.1508,-149.1091
alaska,AK2211619,MAYFLOWER TC,650,anchorage,2014-10-01,2014-12-31,61.1508,-149.1091
alaska,AK2211619,MAYFLOWER TC,650,anchorage,2014-07-01,2014-09-30,61.1508,-149.1091
alaska,AK2211619,MAYFLOWER TC,650,anchorage,2005-01-01,2007-12-31,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2007-07-01,2007-09-30,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2010-01-01,2010-03-31,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2009-01-01,2009-03-31,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2009-10-01,2009-12-31,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2022-07-01,2022-09-30,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2009-07-01,2009-09-30,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2007-10-01,2007-12-31,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2009-04-01,2009-06-30,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2008-01-01,2008-03-31,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2008-10-01,2008-12-31,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2015-08-01,2015-08-31,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2009-07-01,2009-09-30,61.1508,-149.1091
alaska,AK2211677,SOUTHWOOD MANOR TC,"1,005",anchorage,2015-05-01,2015-05-31,61.1508,-149.1091
alaska,AK2211897,KATHY O ESTATES,242,anchorage,1993-01-01,2000-12-31,61.1508,-149.1091
alaska,AK2211897,KATHY O ESTATES,242,anchorage,2011-01-01,2013-12-31,61.1508,-149.1091
alaska,AK2212039,DOYON UTILITIES JBER - RICHARDSON,"20,284",fairbanks,2003-01-01,2003-12-31,64.8353,-147.6533
alaska,AK2212819,KINGSBERRY HOMEOWNERS ASSOC.,50,anchorage,2008-01-01,2010-12-31,61.1508,-149.1091
alaska,AK2212819,KINGSBERRY HOMEOWNERS ASSOC.,50,anchorage,2008-01-01,2010-12-31,61.1508,-149.1091
alaska,AK2212819,KINGSBERRY HOMEOWNERS ASSOC.,50,anchorage,2008-01-01,2010-12-31,61.1508,-149.1091
alaska,AK2212819,KINGSBERRY HOMEOWNERS ASSOC.,50,anchorage,2008-01-01,2010-12-31,61.1508,-149.1091
alaska,AK2213239,BEAR MOUNTAIN CONDO ASSN.,65,anchorage,2005-01-01,2007-12-31,61.1508,-149.1091
alaska,AK2213530,PETERS CREEK TERRACE APTS.,48,chugiak,1993-01-01,2001-12-31,61.3736751,-149.4949094
alaska,AK2213530,PETERS CREEK TERRACE APTS.,48,chugiak,1993-01-01,2001-12-31,61.3736751,-149.4949094
alaska,AK2213768,PETERS CREEK MANOR APTS,48,chugiak,1993-01-01,2001-12-31,61.3736751,-149.4949094
alaska,AK2213768,PETERS CREEK MANOR APTS,48,chugiak,1993-01-01,2001-12-31,61.3736751,-149.4949094
alaska,AK2215566,HOMER DRIVE APTS.,50,eagle river,2011-01-01,2013-12-31,61.2700284,-149.3863924
alaska,AK2220025,KNIK TRIBE - DENA'INA BLENDED LEARNING,110,wasilla,2008-01-01,2008-03-31,61.577,-149.466
alaska,AK2220025,KNIK TRIBE - DENA'INA BLENDED LEARNING,110,wasilla,2012-01-01,2012-12-31,61.577,-149.466
alaska,AK2220029,COUNTRY FIELD WATER CO.,"1,166",big lake,2014-01-01,2016-12-31,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2020-07-01,2020-09-30,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2021-01-01,2021-03-31,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2022-01-01,2022-03-31,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2020-01-01,2020-03-31,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2022-04-01,2022-06-30,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2020-10-01,2020-12-31,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2020-04-01,2020-06-30,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2021-07-01,2021-09-30,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2021-10-01,2021-12-31,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2021-04-01,2021-06-30,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2015-04-01,2015-06-30,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2007-08-15,2007-11-14,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2013-04-01,2013-06-30,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2013-07-01,2013-09-30,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2014-01-01,2014-03-31,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2008-01-01,2010-12-31,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2018-01-01,2018-12-31,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2019-07-01,2019-09-30,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2013-10-01,2013-12-31,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2013-01-01,2013-03-31,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2022-10-01,2022-12-31,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2019-04-01,2019-06-30,61.526,-149.9721
alaska,AK2220037,MEADOW BROOK SUBDIVISION,465,big lake,2020-07-01,2020-09-30,61.526,-149.9721
alaska,AK2220086,NORTH STAR BEHAVIORAL HEALTH SYSTEM,55,anchorage,2006-07-01,2006-09-30,61.1508,-149.1091
alaska,AK2220094,UTOPIA MEADOWS SD,232,anchorage,2009-04-01,2009-09-30,61.1508,-149.1091
alaska,AK2220094,UTOPIA MEADOWS SD,232,anchorage,2015-01-01,2015-12-31,61.1508,-149.1091
alaska,AK2220094,UTOPIA MEADOWS SD,232,anchorage,2021-10-01,2021-12-31,61.1508,-149.1091
alaska,AK2220094,UTOPIA MEADOWS SD,232,anchorage,2023-01-01,2023-12-31,61.1508,-149.1091
alaska,AK2220094,UTOPIA MEADOWS SD,232,anchorage,2021-04-01,2021-06-30,61.1508,-149.1091
alaska,AK2220133,PIONEER PLAZA I,62,enumclaw,2007-01-01,2007-03-31,,
alaska,AK2220133,PIONEER PLAZA I,62,enumclaw,2014-01-01,2016-12-31,,
alaska,AK2220138,WILLOW HEIGHTS CONDOS,50,anchorage,2011-01-01,2013-12-31,61.1508,-149.1091
alaska,AK2220138,WILLOW HEIGHTS CONDOS,50,anchorage,2011-01-01,2013-12-31,61.1508,-149.1091
alaska,AK2220138,WILLOW HEIGHTS CONDOS,50,anchorage,2011-01-01,2013-12-31,61.1508,-149.1091
alaska,AK2220138,WILLOW HEIGHTS CONDOS,50,anchorage,2011-01-01,2013-12-31,61.1508,-149.1091
alaska,AK2220146,GEMSTONE ESTATES,75,big lake,2011-01-01,2013-12-31,61.526,-149.9721
alaska,AK2220146,GEMSTONE ESTATES,75,big lake,2011-01-01,2013-12-31,61.526,-149.9721
alaska,AK2220151,AMBER RIDGE/PARK PLACE APARTMENTS,210,anchorage,2017-01-01,2019-12-31,61.1508,-149.1091
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2012-07-01,2012-09-30,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2011-04-01,2011-06-30,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2011-01-01,2011-03-31,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2010-07-01,2010-09-30,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2010-10-01,2010-12-31,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2012-10-01,2012-12-31,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2008-01-01,2010-12-31,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2011-01-01,2011-03-31,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2011-10-01,2011-12-31,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2010-04-01,2010-06-30,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2006-07-01,2006-09-30,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2011-07-01,2011-09-30,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2012-10-01,2012-12-31,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2010-10-01,2010-12-31,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2011-04-01,2011-06-30,,
alaska,AK2220154,CREEKWOOD PARK WATER SYSTEM,192,woods cross,2012-01-01,2012-03-31,,
alaska,AK2220163,WASILLA LAKE CHURCH OF THE NAZARENE,188,palmer,2007-01-01,2007-07-31,61.5971,-149.1148
alaska,AK2220169,NORTHWOOD APARTMENTS,72,wasilla,2007-01-01,2007-06-30,61.577,-149.466
alaska,AK2220170,WASILLA CREEK COMMONS,276,wasilla,2014-01-01,2016-12-31,61.577,-149.466
alaska,AK2220170,WASILLA CREEK COMMONS,276,wasilla,2014-01-01,2016-12-31,61.577,-149.466
alaska,AK2220258,"NANA CONSTRUCTION, LLC",30,big lake,2011-01-01,2011-03-31,61.526,-149.9721
alaska,AK2220258,"NANA CONSTRUCTION, LLC",30,big lake,2012-04-01,2012-06-30,61.526,-149.9721
alaska,AK2220258,"NANA CONSTRUCTION, LLC",30,big lake,2013-04-01,2013-06-30,61.526,-149.9721
alaska,AK2220258,"NANA CONSTRUCTION, LLC",30,big lake,2013-01-01,2013-03-31,61.526,-149.9721
alaska,AK2220429,WOLF EYE CENTER,77,wasilla,2015-07-01,2015-09-30,61.577,-149.466
alaska,AK2220429,WOLF EYE CENTER,77,wasilla,2015-01-01,2015-03-31,61.577,-149.466
alaska,AK2220429,WOLF EYE CENTER,77,wasilla,2017-01-01,2017-12-31,61.577,-149.466
alaska,AK2220429,WOLF EYE CENTER,77,wasilla,2016-01-01,2016-12-31,61.577,-149.466
alaska,AK2220473,CAMERON ACRES,80,wasilla,2020-01-01,2020-03-31,61.577,-149.466
alaska,AK2220473,CAMERON ACRES,80,wasilla,2020-07-01,2020-09-30,61.577,-149.466
alaska,AK2220473,CAMERON ACRES,80,wasilla,2019-10-01,2019-12-31,61.577,-149.466
alaska,AK2220473,CAMERON ACRES,80,wasilla,2019-07-01,2019-09-30,61.577,-149.466
alaska,AK2220473,CAMERON ACRES,80,wasilla,2021-01-01,2021-03-31,61.577,-149.466
alaska,AK2220473,CAMERON ACRES,80,wasilla,2020-04-01,2020-06-30,61.577,-149.466
alaska,AK2220473,CAMERON ACRES,80,wasilla,2019-01-01,2019-03-31,61.577,-149.466
alaska,AK2220473,CAMERON ACRES,80,wasilla,2020-10-01,2020-12-31,61.577,-149.466
alaska,AK2220473,CAMERON ACRES,80,wasilla,2017-04-01,2017-06-30,61.577,-149.466
alaska,AK2220473,CAMERON ACRES,80,wasilla,2019-04-01,2019-06-30,61.577,-149.466
alaska,AK2220483,SET FREE ALASKA SNODGRASS,47,wasilla,2024-01-01,2024-03-31,61.577,-149.466
alaska,AK2220483,SET FREE ALASKA SNODGRASS,47,wasilla,2023-10-01,2023-12-31,61.577,-149.466
alaska,AK2220483,SET FREE ALASKA SNODGRASS,47,wasilla,2023-04-01,2023-06-30,61.577,-149.466
alaska,AK2220483,SET FREE ALASKA SNODGRASS,47,wasilla,2023-07-01,2023-09-30,61.577,-149.466
alaska,AK2220483,SET FREE ALASKA SNODGRASS,47,wasilla,2024-04-01,2024-06-30,61.577,-149.466
alaska,AK2220483,SET FREE ALASKA SNODGRASS,47,wasilla,2023-10-01,2023-12-31,61.577,-149.466
alaska,AK2220484,MSBSD FACILITIES DEPARTMENT,37,wasilla,2020-01-01,2022-12-31,61.577,-149.466
alaska,AK2221012,MSBSD SUSITNA VALLEY HIGH,250,wasilla,1999-01-01,2001-12-31,61.577,-149.466
alaska,AK2221012,MSBSD SUSITNA VALLEY HIGH,250,wasilla,1999-01-01,2001-12-31,61.577,-149.466
alaska,AK2221834,UNIFIED ALASKAN UTILITIES SETTLERS BAY,"2,733",anchorage,2011-01-01,2013-12-31,61.1508,-149.1091
alaska,AK2222848,ALASKA H2O INC,75,anchorage,2020-01-01,2022-12-31,61.1508,-149.1091
alaska,AK2222848,ALASKA H2O INC,75,anchorage,2011-01-01,2013-12-31,61.1508,-149.1091
alaska,AK2223023,MSBSD CAREER CENTER,575,wasilla,2007-08-01,2007-08-31,61.577,-149.466
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2008-06-01,2008-06-30,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2020-04-01,2020-06-30,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2021-04-01,2021-06-30,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2020-07-01,2020-09-30,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2021-01-01,2021-03-31,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2021-10-01,2021-12-31,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2020-01-01,2020-03-31,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2021-07-01,2021-09-30,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2019-07-01,2019-09-30,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2019-10-01,2019-12-31,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2019-01-01,2019-03-31,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2020-10-01,2020-12-31,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2019-04-01,2019-06-30,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2018-07-01,2018-09-30,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2017-10-01,2017-12-31,61.1508,-149.1091
alaska,AK2223315,SNOWSHOE WATER SYSTEM,180,anchorage,2018-04-01,2018-06-30,61.1508,-149.1091
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2012-01-01,2012-03-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2011-01-01,2011-03-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2015-04-01,2015-06-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2014-04-01,2014-06-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2013-07-01,2013-09-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2014-07-01,2014-09-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2019-07-01,2019-09-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2020-04-01,2020-06-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2019-10-01,2019-12-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2020-07-01,2020-09-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2016-07-01,2016-09-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2016-04-01,2016-06-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2017-04-01,2017-06-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2017-01-01,2017-03-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2018-01-01,2018-03-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2017-10-01,2017-12-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2017-07-01,2017-09-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2015-10-01,2015-12-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2015-01-01,2015-03-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2013-01-01,2013-03-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2019-04-01,2019-06-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2014-01-01,2014-03-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2012-01-01,2012-03-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2011-04-01,2011-06-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2013-04-01,2013-06-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2012-04-01,2012-06-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2018-04-01,2018-06-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2020-10-01,2020-12-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2012-10-01,2012-12-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2016-10-01,2016-12-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2011-10-01,2011-12-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2013-10-01,2013-12-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2018-10-01,2018-12-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2014-10-01,2014-12-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2011-07-01,2011-09-30,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2020-01-01,2020-03-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2019-01-01,2019-03-31,61.577,-149.466
alaska,AK2223624,BLUFF VIEW ACRES WATER SYSTEM,100,wasilla,2018-07-01,2018-09-30,61.577,-149.466
